round	value	daily_double	category	comments	answer	question	air_date	notes\
2	800	no	WINTER SPORTS	-	Olympic competition in this sport now takes place in 3 events: cross, parallel giant slalom & half-pipe	snowboarding	2007-02-07	2007 Teen Tournament quarterfinal game 3.\
2	1200	no	WINTER SPORTS	-	Nordic skis have the boot mounted only at the toe; this type of ski has the boot mounted at both the toe & heel	alpine ski	2007-02-07	2007 Teen Tournament quarterfinal game 3.\
2	1600	no	WINTER SPORTS	-	Andre Lange won gold medals in this 4-man event at the 2002 & 2006 Winter Olympics	bobsled	2007-02-07	2007 Teen Tournament quarterfinal game 3.\
2	2000	no	WINTER SPORTS	-	This sport's Eric Heiden & Bonnie Blair are the USA's top gold medal winners in the Winter Olympics; each has 5	speed skating	2007-02-07	2007 Teen Tournament quarterfinal game 3.\
2	400	no	ISLANDS	-	Treasures of this U.S. island include the beautiful beaches near its capital city, San Juan	Puerto Rico	2007-02-07	2007 Teen Tournament quarterfinal game 3.\
2	800	no	ISLANDS	-	Kiska & Unalaska are islands in this chain that stretches 1,200 miles from Alaska almost to Russia	the Aleutians	2007-02-07	2007 Teen Tournament quarterfinal game 3.\
2	1600	no	ISLANDS	-	This isolated island in the South Pacific was the final refuge of the mutineers of the HMS Bounty	Pitcairn Island	2007-02-07	2007 Teen Tournament quarterfinal game 3.\
2	5000	yes	ISLANDS	-	This third-largest island in the world is shared by Brunei, Malaysia & Indonesia	Borneo	2007-02-07	2007 Teen Tournament quarterfinal game 3.\
2	400	no	YOU GET AN "F\\"	-	I Corinthians 13 says, "Now abideth" this, hope & charity	faith	2007-02-07	2007 Teen Tournament quarterfinal game 3.\
2	800	no	YOU GET AN "F\\"	-	This word that means "easily broken" comes from a word meaning "to break\\"	fragile	2007-02-07	2007 Teen Tournament quarterfinal game 3.\
2	1600	no	YOU GET AN "F\\"	-	These seedless, nonflowering plants reproduce by spores on the undersides of their fronds	ferns	2007-02-07	2007 Teen Tournament quarterfinal game 3.\
2	2000	no	YOU GET AN "F\\"	-	This musical instrument is sort of a keyless piccolo	a fife	2007-02-07	2007 Teen Tournament quarterfinal game 3.\
3	0	no	SCIENTISTS	-	On the front lines during WWI, she drove ambulances that she had helped equip with X-ray machines	Marie Curie	2007-02-07	2007 Teen Tournament quarterfinal game 3.\
1	200	no	STATE CAPITALS	-	We're not sure whether the Spanish ship on its city flag represents the Nina, Pinta, or Santa Maria	Columbus (Ohio)	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	400	no	STATE CAPITALS	-	This capital was created by the Missouri legislature & laid out by the son of Daniel Boone in the 1820s	Jefferson City	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	1000	yes	STATE CAPITALS	-	Mount Rainier is visible to the east from its state capitol building	Olympia (Washington)	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	800	no	STATE CAPITALS	-	One of the major attractions in this state capital is the tomb of Abraham Lincoln in Oak Ridge Cemetery	Springfield	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	1000	no	STATE CAPITALS	-	This capital began as a small Dutch outpost, Fort Nassau, built on Westerlo Island in the Hudson River	Albany (New York)	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	200	no	I STILL LIKE CARTOONS	-	This guy's theme song tells us "Absorbent & yellow & porous is he\\"	SpongeBob SquarePants	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	400	no	I STILL LIKE CARTOONS	-	This Great Dane was introduced in 1969, & you'd have gotten away with $400 if it weren't for those meddling kids	Scooby-Doo	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	600	no	I STILL LIKE CARTOONS	-	These 2 title kids get to torment the Grim Reaper after winning a limbo contest against him	Billy & Mandy	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	800	no	I STILL LIKE CARTOONS	-	He leads Ed & Edd in trying to carry out various adolescent schemes	Eddy	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	1000	no	I STILL LIKE CARTOONS	-	Looking like a refugee from "Pac Man", Blooregard Q. Kazoo hangs out with his pal, Mac, on this show	Foster's Home for Imaginary Friends	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	200	no	A NUMBER IN THE TEENS	-	Traditional number of attendees at the Last Supper	13	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	400	no	A NUMBER IN THE TEENS	-	Number of lines in a standard sonnet	14	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	600	no	A NUMBER IN THE TEENS	-	Andy Warhol said we'd all be famous in the future for this many minutes	15	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	800	no	A NUMBER IN THE TEENS	-	The term "hexadecimal" refers to quantities of this number	16	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	1000	no	A NUMBER IN THE TEENS	-	This number amendment to the U.S. Constitution gave women the right to vote	19	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	200	no	SCIENTISTS	-	He wondered if the force that pulled an apple to the ground could also pull the Moon into the Earth's orbit	Newton	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	400	no	SCIENTISTS	-	A law of falling bodies associated with this Italian says that they fall at the same speed regardless of their mass	Galileo	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	600	no	SCIENTISTS	-	Around 1507 this Polish astronomer began trying to prove that the Sun, not Earth, was the center of the universe	Copernicus	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	800	no	SCIENTISTS	-	Born in 1686, he invented the first accurate thermometer & devised a temperature scale to go with it	Fahrenheit	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	1000	no	SCIENTISTS	-	In 1856 this monk began his experiments that led to the discovery of the basic laws of heredity	(Gregor) Mendel	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	200	no	ROLE-PLAYING GAMES	-	Created by Gary Gygax in 1974, this granddaddy of RPGs uuses a 20-sided die & a monster manual	Dungeons & Dragons	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	400	no	ROLE-PLAYING GAMES	-	A live event on an online RPG saw Morpheus, a character from this movie franchise, killed by an assassin	The Matrix	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	600	no	ROLE-PLAYING GAMES	-	It's Horde vs. Alliance in this Blizzard game that allows you to go head-to-head vs. others online in Azeroth	World of Warcraft	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	800	no	ROLE-PLAYING GAMES	-	Ruins of Kunarc, Scars of Velious & Prophecy of Ro are expansions to this original Sony Online RPG	EverQuest	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	1000	no	ROLE-PLAYING GAMES	-	Arthur's death shatters peace in the 3 realms & a new struggle is on in the online RPG caled "Dark Age of" this	Camelot	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	200	no	BASIC SPANISH	-	An occupation: medico	doctor	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	400	no	BASIC SPANISH	-	A family member: hermana	sister	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	600	no	BASIC SPANISH	-	It can get you from here to there: avion	plane	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	800	no	BASIC SPANISH	-	A part of the body: corazon	heart	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	1000	no	BASIC SPANISH	-	A wild animal: lobo	wolf	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	400	no	EXPLORATION	-	Around 1807, John Colter explored Yellowstone after he was released from this duo's expedition	Lewis & Clark	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	3000	yes	EXPLORATION	-	In 1769 this Brit found Tahiti by sailing west until he ran into it	(Captain) Cook	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	2000	no	EXPLORATION	-	He stumbled around the south in search of gold but did gain fame as the European discoverer of the Mississippi	Hernando de Soto	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	400	no	WHEN THEY WERE TEENS	-	This First Lady was on her high school's debating team--good practice for her Senate career	Hillary Rodham Clinton	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	800	no	WHEN THEY WERE TEENS	-	In his teens, Bono wanted to be an actor, so he started his own theatre company at his school in this Irish capital	Dublin	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	1200	no	WHEN THEY WERE TEENS	-	Spider-Man wasn't there to protect her when she was menaced by giant spiders in "Jumanji\\"	Kirsten Dunst	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	1600	no	WHEN THEY WERE TEENS	-	As a student at Eton, he did not have his own laptop computer, despite being second in line to the British throne	Prince William	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	2000	no	WHEN THEY WERE TEENS	-	In the '70s she was a high school cheerleader in Virginia; "Today" she anchors the network news	(Katie) Couric	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	400	no	ALL ABOUT ANIMALS	-	The boto, also known as the Amazon dolphin or porpoise, is native to this continent	South America	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	800	no	ALL ABOUT ANIMALS	-	Guinness says this bear has the vastest home land range of any land mammal: about 11,500 miles a year	a polar bear	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	1200	no	ALL ABOUT ANIMALS	-	The "mute" type of this graceful waterfowl isn't really silent: it hisses, grunts & even makes snoring sounds	a swan	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	1600	no	ALL ABOUT ANIMALS	-	Among amphibians, toads have 4 of these & caecilians, which look like earthworms, don't have any	legs	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	2000	no	ALL ABOUT ANIMALS	-	This kind of camel can run up to 40 miles per hour, & its name is from the Greek for "running\\"	a dromedary	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	400	no	BALLET	-	Tend to lose your slippers?  Perhaps you should star in this ballet that also features a pumpkin coach	Cinderella	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	800	no	BALLET	-	In the classic ballet based on this fairy tale, Carabosse is the evil fairy who conjures up that spindle curse	Sleeping Beauty	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	1200	no	BALLET	-	The temps de poisson, a jump with arched back & crossed feet, literally means "time of" this animal	a fish	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	10000	yes	BALLET	-	A flurry of ballerinas performs the "Waltz of the Snowflakes" in this beloved ballet	The Nutcracker	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	2000	no	BALLET	-	Just like the opera, the 1949 ballet version of "Carmen" takes place in this country	Spain	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	400	no	THE "PROM\\"	-	This is a declaration that something will be done; my daughter demands a pinky one	a promise	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	800	no	THE "PROM\\"	-	It's an advancement in rank or position; you'll definitely want to get one at your job	a promotion	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	1200	no	THE "PROM\\"	-	If we were in a play & you forgot what to say, this type of cue would be whispered to you quickly from offstage	a prompt	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	1600	no	THE "PROM\\"	-	It's a march if you're doing a square dance, or an area for walking, like Santa Monica's Third Street one	a promenade	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	2000	no	THE "PROM\\"	-	This is a high point of land projecting beyond the line of the coast	a promontory	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	400	no	YOU'RE NOT GOING OUT WEARING THAT	-	This suit... well, it's formal & the cummerbund & bow tie that go with it do seem a bit much for 4th period math	a tuxedo	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	800	no	YOU'RE NOT GOING OUT WEARING THAT	-	A suit of this, huh?  Well, chain mail may be hip now, young man, but we all know the Maximilian type is the way to go!	armor	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	1600	no	YOU'RE NOT GOING OUT WEARING THAT	-	Seriously?  This type of plain-woven sack made of coarse jute or hemp fabric is your choice?  Not today, mr.!	burlap	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
2	2000	no	YOU'RE NOT GOING OUT WEARING THAT	-	Maybe no one told you this whale-bone-stiffened undergarment went out of style around 1907, to women's relief	a corset	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
3	0	no	NOVELS	-	It was partly inspired by Owen Chase's narrative of the shipwreck of the whale-ship Essex	Moby-Dick	2007-02-08	2007 Teen Tournament quarterfinal game 4.\
1	200	no	A COUNTRY OF AFRICA	-	The name of this central African republic comes from camaroes, a Portuguese word for the prawns found there	Cameroon	2007-02-09	2007 Teen Tournament quarterfinal game 5.\
1	400	no	A COUNTRY OF AFRICA	-	Of Sudan, Somalia or Sierra Leone, the one that's the largest in area	Sudan	2007-02-09	2007 Teen Tournament quarterfinal game 5.\
1	600	no	A COUNTRY OF AFRICA	-	Only about 8 miles from Spain, it's the closest African country to Europe	Morocco	2007-02-09	2007 Teen Tournament quarterfinal game 5.\
1	800	no	A COUNTRY OF AFRICA	-	In 1993 Eritrea declared independence & broke from this larger country	Ethiopia	2007-02-09	2007 Teen Tournament quarterfinal game 5.\
1	1000	no	A COUNTRY OF AFRICA	-	Namibia, Botswana & Zimbabwe are on this country's northern border	South Africa	2007-02-09	2007 Teen Tournament quarterfinal game 5.\
1	200	no	TOP OF THE CHARTS	-	In 2006 this Daniel Powter hit was used as the exit theme for contestants voted off "American Idol\\"	\\"Bad Day\\"	2007-02-09	2007 Teen Tournament quarterfinal game 5.\
1	400	no	TOP OF THE CHARTS	-	In Oct. 2005 this "Girl"y hit by Gwen Stefani became the first single to exceed 1 million digital downloads	\\"Hollaback Girl\\"	2007-02-09	2007 Teen Tournament quarterfinal game 5.\
1	600	no	TOP OF THE CHARTS	-	Usher topped the 2004 Hot 100 chart for an amazing 12 weeks with "Yeah!" featuring Lil Jon & this rapper	Ludacris	2007-02-09	2007 Teen Tournament quarterfinal game 5.\
1	800	no	TOP OF THE CHARTS	-	\\"Soulful", the debut album by this "American Idol" winner, reached No. 1 in December 2003	(Ruben) Studdard	2007-02-09	2007 Teen Tournament quarterfinal game 5.\
1	1000	no	TOP OF THE CHARTS	-	Her "Feels Like Home" CD sold 1 million copies its first week & featured a duet with Dolly Parton titled "Creepin' In\\"	Norah Jones	2007-02-09	2007 Teen Tournament quarterfinal game 5.\
1	200	no	RODENT, MARSUPIAL OR REPTILE	-	The wallaby	marsupial	2007-02-09	2007 Teen Tournament quarterfinal game 5.\
1	400	no	RODENT, MARSUPIAL OR REPTILE	-	The hamster	rodent	2007-02-09	2007 Teen Tournament quarterfinal game 5.\
1	600	no	RODENT, MARSUPIAL OR REPTILE	-	The gecko	reptile	2007-02-09	2007 Teen Tournament quarterfinal game 5.\
1	800	no	RODENT, MARSUPIAL OR REPTILE	-	The beaver	rodent	2007-02-09	2007 Teen Tournament quarterfinal game 5.\
1	1000	no	RODENT, MARSUPIAL OR REPTILE	-	The caiman	reptile	2007-02-09	2007 Teen Tournament quarterfinal game 5.\
1	200	no	HISTORICAL TEXT MESSAGES	(Alex: ...you have to identify the sender.)	336 B.C.: dad ded in rgicd! i'm 20 & macedonia kng?! omg!	Alexander the Great	2007-02-09	2007 Teen Tournament quarterfinal game 5.\
1	400	no	HISTORICAL TEXT MESSAGES	(Alex: ...you have to identify the sender.)	1893: blt my 1st wking gas engn. mdl-t wl b kewl! ttyl	(Henry) Ford	2007-02-09	2007 Teen Tournament quarterfinal game 5.\
1	600	no	HISTORICAL TEXT MESSAGES	(Alex: ...you have to identify the sender.)	2004: edwrds & i lost 2 w?! bk 2 senate 4 me. btw, i lv heinz (ktchp, 2)	(John) Kerry	2007-02-09	2007 Teen Tournament quarterfinal game 5.\
1	700	yes	HISTORICAL TEXT MESSAGES	(Alex: ...you have to identify the sender.)	1787: 81 yrs old & penn. snds me 2 cnst cnv. im gttng 2 old fr ths... stf. lol	Benjamin Franklin	2007-02-09	2007 Teen Tournament quarterfinal game 5.\
1	1000	no	HISTORICAL TEXT MESSAGES	(Alex: ...you have to identify the sender.)	1535: prty 2nite! founded peru's cptl!!! c u @ 8!	Pizarro	2007-02-09	2007 Teen Tournament quarterfinal game 5.\
